age,income,assets,credit_history,employment_years,gender,residence_type,risk_score,default
36,154724,763555,poor,14,Female,own,378,0
45,71156,751973,poor,7,Male,own,118,1
32,310198,548242,excellent,6,Female,own,25,0
46,181317,866155,poor,12,Female,mortgage,753,0
55,254902,760015,fair,19,Female,rent,47,0
66,97645,177734,excellent,15,Female,mortgage,917,1
29,57118,735154,good,14,Male,mortgage,148,1
48,482123,928263,good,3,Female,mortgage,272,0
36,54691,937863,poor,23,Female,mortgage,298,0
53,402549,744480,excellent,13,Male,mortgage,57,0
48,319423,390098,good,0,Male,rent,330,0
35,173021,471524,good,15,Female,own,947,0
25,301110,331886,fair,6,Female,rent,959,0
51,165070,36127,poor,0,Female,mortgage,629,0
20,94003,462996,good,22,Male,mortgage,134,0
60,374276,409886,fair,17,Male,own,380,1
63,148895,593671,poor,17,Female,own,792,0
63,349708,384656,fair,23,Female,rent,829,0
64,421075,381509,poor,11,Male,mortgage,146,0
30,33886,739920,excellent,7,Female,own,299,0
28,481283,368495,good,15,Male,mortgage,539,0
47,56045,810112,fair,23,Female,own,51,1
67,445425,748640,good,14,Female,own,721,0
21,504485,827382,good,3,Female,rent,728,0
41,371711,824967,good,10,Male,mortgage,799,0
56,344922,821277,fair,23,Male,own,354,1
23,92322,144135,good,14,Male,rent,285,0
68,420226,862340,good,7,Female,own,678,0
66,63964,802604,poor,1,Female,own,553,0
48,207188,91908,poor,11,Male,own,988,1
49,503799,986535,good,12,Male,rent,457,1
56,209234,837960,fair,18,Female,own,869,0
60,180494,395366,excellent,21,Male,mortgage,589,0
33,142454,551490,good,4,Male,rent,461,0
24,412424,568239,fair,16,Female,own,987,0
36,57552,479390,excellent,17,Male,rent,828,0
64,143648,877140,poor,21,Female,own,517,0
56,458540,952320,excellent,22,Female,own,668,0
49,102829,298840,excellent,1,Male,rent,25,1
23,436225,344655,fair,2,Female,own,498,0
49,222017,185899,excellent,2,Male,mortgage,373,0
61,191566,796288,poor,4,Female,rent,631,1
27,429488,192030,poor,15,Male,mortgage,684,0
32,467989,403730,good,5,Female,own,916,1
29,445546,710408,good,6,Male,own,905,1
49,112405,226780,fair,7,Female,own,86,0
46,412253,553818,excellent,23,Female,own,541,1
50,398798,547604,poor,9,Male,mortgage,904,0
36,84303,763696,good,10,Female,own,526,0
27,120277,178735,poor,18,Male,rent,672,0
65,249486,77643,fair,4,Male,own,132,0
66,490691,881063,fair,2,Female,own,382,0
37,524315,509695,good,23,Female,own,287,0
67,228392,899805,good,18,Female,own,614,0
41,32117,324755,excellent,21,Female,rent,686,0
51,261449,434150,good,23,Female,rent,772,0
27,120963,951462,good,3,Female,rent,88,0
69,340807,122589,fair,1,Female,own,169,1
27,232566,62251,poor,7,Male,mortgage,221,0
48,280893,914189,good,8,Female,mortgage,338,0
53,149404,654072,fair,18,Female,own,367,0
24,221956,763756,fair,24,Male,rent,226,0
27,309075,372510,poor,24,Female,mortgage,366,1
46,278814,344310,fair,9,Female,mortgage,459,0
51,80329,439336,good,20,Female,mortgage,468,0
45,447955,792158,good,12,Male,mortgage,97,0
36,98261,538512,fair,21,Female,mortgage,284,0
20,173583,403753,fair,9,Male,own,355,0
38,371858,856787,excellent,6,Male,rent,76,1
40,177352,366829,good,8,Female,mortgage,203,1
57,294620,369735,excellent,16,Female,own,567,0
54,427433,75978,good,20,Female,rent,461,0
27,440291,767145,excellent,24,Female,mortgage,55,0
37,404048,562037,excellent,17,Male,rent,397,0
41,68503,387010,excellent,23,Male,mortgage,637,0
38,323097,665654,good,17,Male,own,293,0
45,113828,892682,good,19,Female,rent,378,0
36,35166,835888,good,19,Male,own,246,0
64,492097,193606,good,1,Female,own,583,0
24,79715,554451,good,17,Female,rent,224,1
43,517071,926473,good,13,Female,rent,198,0
57,473461,169040,good,22,Female,rent,168,0
68,485482,57975,poor,6,Female,own,430,0
39,278386,629309,fair,6,Female,own,82,0
24,372685,598389,excellent,19,Male,own,198,0
36,159367,20357,good,8,Male,own,551,0
68,424588,522733,poor,16,Male,own,231,0
69,301269,703432,good,16,Male,own,886,0
23,53008,867109,fair,4,Female,rent,333,0
51,377758,844486,poor,3,Male,own,321,0
21,178586,214592,good,16,Male,rent,573,0
60,349563,852344,good,7,Female,rent,556,0
51,494359,601509,poor,2,Male,mortgage,772,0
55,76300,497073,excellent,11,Female,mortgage,313,0
50,68024,725246,excellent,6,Female,rent,790,0
65,186600,568250,poor,21,Female,own,342,0
68,461988,507930,poor,5,Male,rent,308,0
32,40046,279068,excellent,21,Female,own,996,0
67,207884,691313,excellent,22,Male,mortgage,601,0
44,523666,673553,excellent,3,Female,own,17,1
39,480502,339722,good,0,Female,mortgage,145,0
66,164529,532839,fair,16,Male,own,428,0
65,337331,315845,good,2,Female,own,382,0
42,371917,680527,excellent,18,Female,rent,172,0
38,191014,653947,good,18,Female,mortgage,104,0
41,369637,393343,good,18,Male,rent,769,0
46,191153,585562,poor,7,Male,own,547,0
20,305720,504296,good,3,Male,mortgage,11,0
40,373838,54244,fair,23,Male,own,37,0
44,486995,652038,good,19,Female,own,923,1
36,386015,489099,excellent,0,Female,rent,300,0
34,376254,829414,excellent,23,Male,own,42,1
55,332768,923661,good,18,Female,mortgage,376,1
68,241310,298034,fair,5,Female,own,626,0
65,475096,753651,fair,13,Male,own,662,0
26,337646,630890,excellent,12,Male,mortgage,804,0
30,386787,441600,fair,21,Male,rent,638,0
25,118880,19804,excellent,12,Female,rent,849,0
61,406209,57414,good,23,Male,mortgage,718,0
49,403318,477488,poor,11,Female,mortgage,130,0
23,446176,902764,good,10,Male,own,581,0
26,99972,545327,excellent,1,Female,own,173,0
51,205116,90579,excellent,24,Male,rent,983,0
60,406235,802605,poor,18,Male,mortgage,211,0
33,200468,694349,excellent,2,Male,rent,206,0
39,246575,329160,good,1,Female,mortgage,340,0
64,152722,548669,fair,20,Female,own,810,0
28,486970,930553,excellent,8,Male,mortgage,533,1
21,147175,272250,good,13,Male,own,403,0
33,37680,879959,good,9,Female,own,941,0
59,297068,97660,fair,5,Male,mortgage,698,0
35,38106,681072,good,11,Female,own,821,0
22,154298,695624,poor,19,Female,own,302,0
65,70411,504403,excellent,23,Female,own,805,0
48,386228,457270,fair,3,Female,own,619,0
45,153576,753328,poor,0,Female,own,225,0
57,169989,919182,fair,15,Female,own,883,0
34,174858,919069,good,15,Female,own,705,0
49,144895,731912,good,10,Female,mortgage,240,1
27,210967,938754,good,3,Male,own,374,0
68,392952,173448,good,21,Female,own,552,0
61,159283,439382,fair,3,Female,own,625,0
39,212258,332697,good,21,Female,own,923,0
27,167335,628621,good,21,Male,own,382,0
51,392313,924431,fair,7,Male,own,401,0
47,168782,1005530,excellent,20,Female,own,665,0
22,474192,290885,poor,0,Female,own,936,0
44,429047,325045,good,19,Female,mortgage,939,0
30,43590,235659,excellent,1,Female,mortgage,207,0
32,256117,30387,good,18,Female,rent,621,0
63,470626,905299,good,6,Male,own,259,0
48,132576,748893,fair,24,Male,mortgage,795,0
40,491730,685247,good,6,Male,rent,159,0
24,399498,953520,good,7,Female,own,456,1
56,323948,375607,good,12,Male,own,473,0
33,510314,497170,good,23,Female,mortgage,786,0
58,358453,89051,excellent,12,Female,rent,398,0
26,287175,34410,poor,0,Male,own,141,0
54,368730,758353,fair,3,Male,rent,893,0
25,156576,233511,fair,2,Male,rent,578,0
29,38731,366110,good,22,Male,own,241,0
52,127288,290775,good,0,Male,rent,663,0
52,489048,56767,good,17,Male,mortgage,431,0
50,433002,139408,good,0,Female,own,957,0
